customer_id,purchase_frequency,purchase_recency,buying_power
1389,one-time buyer,not recent buyer,low spender
1390,one-time buyer,not recent buyer,low spender
1391,one-time buyer,not recent buyer,average spender
1392,one-time buyer,not recent buyer,low spender
1393,one-time buyer,recent buyer,low spender
1394,one-time buyer,not recent buyer,low spender
1395,one-time buyer,not recent buyer,low spender
1396,one-time buyer,not recent buyer,low spender
1397,one-time buyer,not recent buyer,low spender
1398,one-time buyer,not recent buyer,low spender
1399,one-time buyer,not recent buyer,low spender
1400,one-time buyer,not recent buyer,low spender
1401,one-time buyer,not recent buyer,low spender
1402,one-time buyer,not recent buyer,low spender
1403,one-time buyer,not recent buyer,average spender
1404,one-time buyer,not recent buyer,low spender
1405,one-time buyer,not recent buyer,low spender
1406,one-time buyer,not recent buyer,low spender
1407,one-time buyer,not recent buyer,low spender
1408,one-time buyer,not recent buyer,low spender
1409,one-time buyer,not recent buyer,low spender
1410,one-time buyer,not recent buyer,low spender
1411,one-time buyer,recent buyer,low spender
1412,one-time buyer,not recent buyer,low spender
1413,one-time buyer,not recent buyer,low spender
1414,one-time buyer,not recent buyer,low spender
1415,one-time buyer,not recent buyer,low spender
1416,one-time buyer,not recent buyer,low spender
1417,one-time buyer,not recent buyer,low spender
1418,one-time buyer,not recent buyer,low spender
1419,one-time buyer,recent buyer,low spender
1420,one-time buyer,not recent buyer,low spender
1421,one-time buyer,not recent buyer,average spender
1422,one-time buyer,not recent buyer,low spender
1423,one-time buyer,not recent buyer,average spender
1424,one-time buyer,not recent buyer,low spender
1425,one-time buyer,not recent buyer,low spender
1426,one-time buyer,not recent buyer,low spender
1427,one-time buyer,not recent buyer,low spender
1428,one-time buyer,not recent buyer,low spender
1429,one-time buyer,not recent buyer,low spender
1430,one-time buyer,not recent buyer,low spender
1431,one-time buyer,not recent buyer,low spender
1432,one-time buyer,not recent buyer,low spender
1433,one-time buyer,recent buyer,low spender
1434,one-time buyer,not recent buyer,low spender
1435,one-time buyer,not recent buyer,low spender
1436,one-time buyer,not recent buyer,low spender
1437,one-time buyer,not recent buyer,low spender
1438,one-time buyer,not recent buyer,average spender
1439,one-time buyer,not recent buyer,low spender
1440,one-time buyer,not recent buyer,low spender
1441,one-time buyer,recent buyer,low spender
1442,one-time buyer,not recent buyer,low spender
1443,one-time buyer,not recent buyer,low spender
1444,one-time buyer,not recent buyer,low spender
1445,one-time buyer,recent buyer,low spender
